original_shape2D_Elongation,original_shape2D_MajorAxisLength,original_shape2D_MaximumDiameter,original_shape2D_MeshSurface,original_shape2D_MinorAxisLength,original_shape2D_Perimeter,original_shape2D_PerimeterSurfaceRatio,original_shape2D_PixelSurface,original_shape2D_Sphericity,z_moment_1,z_moment_2,z_moment_3,z_moment_4,z_moment_5,z_moment_6,z_moment_7,z_moment_8,z_moment_9,z_moment_10,z_moment_11,z_moment_12,z_moment_13,z_moment_14,z_moment_15,z_moment_16,z_moment_17,z_moment_18,z_moment_19,z_moment_20,z_moment_21,z_moment_22,z_moment_23,z_moment_24,z_moment_25,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7,Image_Name,year,genus,length,family,order,quality,method
0.356711570278281,6912.7850320368325,6907.7968267748,12906845.0,2465.870403774056,89881.48060028222,0.0069638614704276,12906921.0,0.1416918143559816,0.318309886227793,0.0141199991989903,0.4511173049885069,0.1905819120421837,0.0808198403002892,0.0296834580304139,0.2262989394161522,0.2773469299699601,0.1257225573083245,0.0153278084914488,0.0227315106117081,0.0507471769719781,0.103382212998425,0.1265265750031911,0.1639506843121541,0.0901085017733184,0.049240469791915,0.0305031677655892,0.0198569226966205,0.0556206500977514,0.0276352931041016,0.0173500669459803,0.0541808662555331,0.0956365405165099,0.0687975309107287,0.2618541136243622,0.041294837315961,0.0017621787223542,0.0007465175949254,8.562193670257976e-07,0.0001517008181689,7.8012510935362e-11,Lytechinus variegatus Schatten_Schatten_1980.jpg,1980.0,Lytechinus,6.9,Toxopneustidae,Camarodonta,H,SEM
0.3924793482113714,4732.332669401795,4731.839388652155,6115044.5,1857.342841606196,65036.86806324062,0.0106355510680651,6115174.0,0.1347861051368902,0.3183098862316582,0.0285641667870711,0.4809041834754533,0.1621290850766808,0.109968584746819,0.0427255451039341,0.2310233526886652,0.2665655601648994,0.0818281718066883,0.0230404838846049,0.0059134869640417,0.0751326558615853,0.0583943082493024,0.1619401660605137,0.0876876495563927,0.0582886373506164,0.1153489425732966,0.0087771745024,0.0898993076744665,0.0715462041203503,0.0524227150746104,0.0317098298945549,0.0396182571396499,0.0247174665121882,0.0553210412036816,0.2656114932494453,0.0381927729273155,0.0056818620833332,0.0021241272242826,7.3793148400954e-06,0.0004151160424951,-4.7950720872211315e-09,Mesocentrotus nudus Drozdov_et_al_2012.jpg,2012.0,Mesocentrotus,4.7,Strongylocentrotidae,Camarodonta,H,TEM
0.1632955813516246,7002.877011044749,6501.279950901976,5483440.5,1143.53887265248,76424.39871327125,0.0139373079206879,5484143.0,0.1086174166123588,0.3183098861727535,0.0338137695583428,0.4689157168664125,0.2280553352473939,0.1607440140758893,0.0194761347619341,0.3100795346588038,0.3988948775326214,0.1688705875971174,0.0311727946066822,0.1233451834542506,0.0571769433279957,0.2669502134993668,0.3504146045089371,0.2998313137221422,0.1333176430380732,0.0663636225639099,0.104237833140423,0.0481145908601067,0.0767790785247057,0.3401309990947284,0.2122390190540889,0.3219388437687793,0.2130039989472744,0.112733273865031,0.5817333607993909,0.3048953645134998,0.0399415730606646,0.0318484575510008,0.0011359133049273,0.0175858626867966,1.0869142058295013e-07,Echinarachnius parma Summers_Hylander_1974.jpg,1974.0,Echinarachnius,6.5,Echinarachniidae,Echinolampadacea,H,TEM
0.4304605064760011,4273.167156312104,4402.764586030009,6008555.5,1839.429698362722,59675.85882852705,0.0099318145315503,6008883.0,0.1456100304294247,0.3183098861518739,0.0108878125253465,0.4488748291535679,0.1691046605404558,0.0567697750025079,0.0278692803135389,0.1701075620047111,0.2421007058311047,0.0988403273788075,0.026455001539278,0.0068120061761398,0.0466562575446321,0.0196904948543662,0.0621757123503385,0.1195463666848902,0.065326930937564,0.0455220915269423,0.0280747171932759,0.0320138480970798,0.0490972273119457,0.0333300373869679,0.0900398438250008,0.0041267210444157,0.0528274098843708,0.0499513803129999,0.2257298166175171,0.0242192570579845,0.0008621484742018,0.0002638693748012,1.2585617010319246e-07,4.1064757421067934e-05,-1.3148187723836552e-11,Sphaerechinus granularis Pruski_et_al_2009.jpg,2009.0,Sphaerechinus,4.4,Toxopneustidae,Camarodonta,H,TEM
0.3368235685213508,3631.587217783604,3705.674702399011,3361029.5,1223.2041660903978,44751.62117691039,0.0133148552182926,3361496.0,0.1452219691907533,0.3183098862011086,0.0142278252035899,0.4821342878853754,0.1842515471845555,0.0786516811855435,0.0244326389423539,0.2682373621436813,0.2987951716086919,0.1218406942234789,0.003256837058972,0.0269243356514763,0.0438475828849174,0.1299053112420482,0.1737688995205154,0.1863005060607379,0.089028839075635,0.0421438241152285,0.0213900743734079,0.0086458397762631,0.0516565791966079,0.0548358930630721,0.0162706471329902,0.0989910850336216,0.1192468946291517,0.06995676331779,0.2744857861323744,0.0480459604305485,0.0020705256106127,0.0010119092467911,1.464713318831458e-06,0.0002218042453399,-4.3810753362136235e-10,Echinometra oblonga Guam Landry_et_al_2003.jpg,2003.0,Echinometra,3.7,Echinometridae,Camarodonta,H,SEM
0.6570927316761932,1949.1064177105932,1972.3734433418028,1860384.0,1280.7436603410529,24807.176387729636,0.0133344386899315,1860706.0,0.1949076544938351,0.3183098861945821,0.0097174925561878,0.3394603884840962,0.1142096539560804,0.0419345069328556,0.0801223832015445,0.0180476250231596,0.0797661538415952,0.0214359797517069,0.0496524807558251,0.0500968458346261,0.0886220352487829,0.0958309123803827,0.0662928595788115,0.0263311385985293,0.0150695568670684,0.0221418658478382,0.0136314662300278,0.0662600753805841,0.0387866281605,0.0321354667184773,0.0741558800233424,0.0040473559890981,0.0339802862551812,0.0348541986420535,0.1831660246221762,0.0053737314002863,0.001004869969352,4.834234399664258e-05,1.0654250567868514e-08,3.5430106437607876e-06,-1.1103663432873363e-10,Sinaechinocyamus mai Chen_Chen_1993.jpg,1993.0,Sinaechinocyamus,1.9,Taiwanasteridae,Echinolampadacea,M,SEM
0.4204748357294423,3768.654111473162,3802.022619606569,4563919.0,1584.6242184427654,45493.76922972008,0.0099681368643308,4564179.0,0.1664646322636394,0.3183098861972475,0.011566493232726,0.4331805696265743,0.1779178289346061,0.0625911558752731,0.0301203937970767,0.1699583625626362,0.235271362173521,0.1097275311234748,0.0299441396737939,0.0095023205979754,0.0497014309574881,0.0326538099536465,0.0531528252070409,0.1223324350794693,0.0731451979678643,0.0392556471259755,0.0402957841167093,0.0262387178737857,0.0525648611369115,0.0382068918187758,0.0808940178887796,0.0026868929022487,0.0537916864025698,0.0538740145299211,0.2299462604573541,0.0260982805960115,0.000935632753042,0.0002931889377462,1.535585699266449e-07,4.736455664689933e-05,4.577102991013075e-11,Strongylocentrotus pallidus Marks_et_al_2008B.jpg,2008.0,Strongylocentrotus,3.8,Strongylocentrotidae,Camarodonta,L,LM
0.3169836465946402,3394.907430793686,3407.305240215499,2638137.5,1076.1301372642238,41599.28272286019,0.0157684285685868,2638702.0,0.1384101066528476,0.3183098861809272,0.0232734156458173,0.4954404444639883,0.1815259673666164,0.1165015288116174,0.032144883273652,0.2909382929346619,0.3118902403498044,0.1146990185991786,0.0114955139400127,0.0369402830009402,0.0593657309946532,0.1416687921703697,0.2243308861112888,0.174113479771723,0.0846465901647582,0.0812401545881424,0.0044949643890182,0.031779480643834,0.0657646595704819,0.1154046060200522,0.0418176652622417,0.127572180397065,0.0991876487614295,0.0708181983436256,0.3022697204583706,0.0613460949531813,0.00599954431728,0.0031447007554305,1.3659289321343988e-05,0.0007788838760258,3.74358182121164e-09,Paracentrotus lividus Pictet_1891A.jpg,1891.0,Paracentrotus,3.4,Parechinidae,Camarodonta,M,LM
0.0919566837069875,10014.83980886566,9001.860307736395,6452186.0,920.9314566800068,103401.87560110282,0.0160258671403928,6453970.0,0.087082312786154,0.318309886202466,0.0309782656488557,0.4328814981250871,0.2560054954938383,0.1335119822413258,0.0067569297038673,0.29579145979679,0.4129974322158129,0.2099804844346879,0.0132798629823339,0.1448143670525353,0.0410838172808047,0.3334477591723649,0.3326746139429068,0.3695429295199308,0.1762176112228331,0.0370140112384623,0.0789110905041219,0.1102245416480759,0.0658482977631628,0.3929280773786972,0.2625521934820322,0.3617045715543277,0.3140739280950892,0.1521472608747156,0.9935659616462318,0.9551497877926582,0.1096800846074218,0.100362381002753,0.0105298048465279,0.0980859207107693,2.2018995078307793e-07,Sperosoma antillense Eckelbarger_1994.jpg,1994.0,Sperosoma,9.0,Echinothuriidae,Echinothurioida,H,SEM
0.2549679778688927,9539.709276108884,9306.96513370497,17185951.0,2432.3203835866,124292.10822765356,0.0072321926338352,17185347.0,0.1182355734553036,0.3183098860780584,0.0131507220675369,0.4555479205386439,0.2176278294519354,0.1115530662232368,0.034008363166916,0.2732069772689253,0.3505585529750395,0.1559954530424407,0.0281816386503798,0.0466287618953138,0.0566856876549713,0.197615586168279,0.2579731417119695,0.2391433241311442,0.1211188585731458,0.0367094313223162,0.0126866662090648,0.0045445958073729,0.0632588375490516,0.1817017715969432,0.1287363964501095,0.1756838167770343,0.1658572099315139,0.0993923640007037,0.357556643849564,0.0992620102036769,0.0049487156977446,0.0029641170123119,1.13524413302885e-05,0.0009338704327561,-1.1029086744533495e-09,Echinometra lucunter Goldstein_1977.jpg,1977.0,Echinometra,9.3,Echinometridae,Camarodonta,L,LM
0.1801097257952192,5345.48524551515,5204.3606715907,3540742.0,962.7738818121238,55431.771383326704,0.0156554110362536,3541601.0,0.1203353751195673,0.3183098861548837,0.0309933370286064,0.5203945175001549,0.2006675095989669,0.1474181859160841,0.0189707510855774,0.3543362055902944,0.4029835058804079,0.1347612076304757,0.061937844809127,0.091394271673262,0.0497671141445708,0.2577407791736776,0.3908885338513518,0.2763819447371402,0.100206448672459,0.0558326962584454,0.1054946740432155,0.01681830831663,0.0638632605278181,0.3216864948568652,0.2308137565901409,0.3338430371216439,0.1809250451086322,0.0830041959567532,0.5252904121256402,0.2427799926858206,0.0376722442179281,0.0294785329454112,0.0009823574226096,0.0145248587467894,2.564543832848651e-07,Pseudocentrotus depressus Kazama_et_al_2008A.JPG,2008.0,Pseudocentrotus,5.2,Strongylocentrotidae,Camarodonta,H,LM
0.1455119094389613,9591.618301547796,9001.549255544847,9514887.5,1395.6946936679074,98963.51846733228,0.010400913144515,9515987.0,0.1104922032003869,0.3183098861332415,0.028090479309429,0.4711704227166226,0.2302220526165874,0.1398406377451214,0.0165165602910653,0.3151240588954924,0.4073668714834559,0.1735733912479753,0.0351375705618531,0.109950135824104,0.0480784659941583,0.2855849467616447,0.3547630462313203,0.3223276319433031,0.1380064950910014,0.0257436787196832,0.0843319879973541,0.0562206543518554,0.0667566735705027,0.3336167841356473,0.2445535381950746,0.3364352282752426,0.2457993327657394,0.1156249160926858,0.622178510298351,0.356138352439171,0.0378654861000605,0.0315609646555641,0.0010910563249784,0.0188347401345712,3.731392964307585e-08,Sperosoma antillense Eckelbarger_et_al_1989.jpg,1989.0,Sperosoma,9.0,Echinothuriidae,Echinothurioida,H,SEM
0.3187448769847931,4995.958663585243,5005.472605059386,6114184.0,1592.4362296455895,67142.19259088559,0.0109813824037493,6114486.0,0.1305505376379152,0.3183098861615279,0.0111010645389494,0.4600160544676835,0.1992072012616867,0.0583064329671969,0.0172962647807559,0.2559779350741086,0.3059196436849759,0.1369731125569371,0.0234546969462985,0.0363489799876779,0.0375266414350301,0.1614075506999505,0.1620866773016749,0.2054060191925238,0.0990425528868425,0.023881731655662,0.0169925188124506,0.0039336988824201,0.0475478008923981,0.0756215406588225,0.0278345702961876,0.1050389718767835,0.1293928216576404,0.0760354686749857,0.282613295502195,0.053409593600817,0.0011404075529792,0.0005578347178444,4.449261330960533e-07,0.0001289173064166,6.312987897573864e-10,Lovenia elongata Saitoh A.jpg,,Lovenia,5.0,Loveniidae,Spatangoida,M,LM
0.1855016208853086,9328.833416684549,9009.062992342766,11640305.0,1730.5137197640154,111337.71968776888,0.0095648455678583,11640461.0,0.1086287518973609,0.3183098861080245,0.0219720453918896,0.4823688688321789,0.2185504998191062,0.1132183298072152,0.0184512763614954,0.3122068197915215,0.397463583981264,0.1558898672748449,0.0093285193110435,0.0864884044586125,0.0484289198208405,0.2750086660774302,0.328812734668291,0.2979772984660192,0.1175529689999999,0.0590920517674516,0.0656203090868216,0.0267569029811353,0.0643335578219744,0.3248624187432657,0.1915294552759326,0.3027116449395529,0.2084212119939431,0.0953506614613253,0.4878761419217218,0.2079174375248298,0.015509127706045,0.011433765184145,0.0001522571102636,0.005213562936382,-2.6097908526148184e-08,Araeosoma belli Eckelbarger_et_al_1989.jpg,1989.0,Araeosoma,9.0,Echinothuriidae,Echinothurioida,H,TEM
0.1824042479172376,4966.662106158679,4901.020301937138,3132972.5,905.9402661329171,50450.03300106464,0.0161029287684665,3134219.0,0.1243717567471946,0.3183098861746204,0.0298176830957573,0.5292511974178102,0.1962456242784592,0.1525225188644519,0.0211692965331258,0.3861769420215419,0.3865550665761809,0.1352640986468823,0.0752772726682216,0.0907774717006113,0.050626579011873,0.2870825774108791,0.3810244756364147,0.2679075995512956,0.103720145182831,0.0398526066663328,0.1047702660712292,0.0216005181238256,0.0644046634252039,0.3205901424132609,0.2387941658315185,0.3188597660104049,0.1835531423188199,0.087265255436183,0.512469010017779,0.2303187900148644,0.0366027957993063,0.0292828353647132,0.0009586869554593,0.0140532828868342,-1.7667523068560157e-08,Strongylocentrotus droebachiensis Marks_et_al_2008 D Svalbard.jpg,2008.0,Strongylocentrotus,4.9,Strongylocentrotidae,Camarodonta,H,TEM
0.3325500509703979,5773.368582448538,6110.672712557923,7973473.5,1919.9340163641557,79175.6974185563,0.0099298878234882,7973468.0,0.1264261206854872,0.3183098862151183,0.0185693607607543,0.5347606611840001,0.1625646415767137,0.0959089768930231,0.0262308787627242,0.3453593680333701,0.3026211860863049,0.0997744135924598,0.0069682478548636,0.0383888749344111,0.0519977958638883,0.1718008324690399,0.2259703350540804,0.1786240387479007,0.0701913255562836,0.0916973972848042,0.0347614892858027,0.0331447485208066,0.0588468403105844,0.118183955935397,0.0253927242723377,0.1698434326562377,0.0947752084116924,0.0587410713013019,0.291403492136475,0.0546776704810895,0.0049435301685678,0.0026669460503935,9.683668737787468e-06,0.0006236186524576,-2.591689854386081e-09,Echinocardium cordatum Field_1895A.jpg,1895.0,Echinocardium,6.1,Loveniidae,Spatangoida,M,LM
0.3448028655386122,4432.373630887155,4507.389932100395,4926853.0,1528.295129067674,59191.12794787249,0.0120139829517691,4927397.0,0.1329330956344061,0.3183098861508937,0.0207215226605737,0.4937969353462037,0.1749818153589068,0.099517736823775,0.0317204519912287,0.2733906771172809,0.2988061604254443,0.1048306905895166,0.0033061250383955,0.0279674705464699,0.0601978942856835,0.1215364635050297,0.1901676319750281,0.1606913062414205,0.0720048957626153,0.0790328944582456,0.0005758988829955,0.0447822165985012,0.0664708191036973,0.0876709699512861,0.0037212264957281,0.1155691711977694,0.0743400646658937,0.0593756548432934,0.2800835531971577,0.0488851785819384,0.0042591443049252,0.0019627444866234,5.674880913326567e-06,0.0004339616014926,-3.3165408703766e-09,Echinocardium cordatum Drozdov_Vinnikova_2010.jpg,2010.0,Echinocardium,4.5,Loveniidae,Spatangoida,H,TEM
0.1280964279929353,11039.653010651124,10501.071373912282,11730358.0,1414.1401169458638,127260.41793689562,0.0108488093830465,11731873.0,0.0954041398022305,0.318309886255289,0.0154443041568075,0.4571929946973654,0.2402182310446241,0.0622679319191659,0.0034196741230124,0.3004868678747259,0.4162383223155225,0.1865503703527628,0.0317728864212748,0.0773276165128967,0.0237003873654072,0.3248081918307365,0.3276846438398036,0.3576401160220539,0.1487786725355815,0.0131008160984752,0.0118115054928509,0.0639640530844939,0.0400007395307254,0.3396843563340626,0.2687944864624804,0.3295601856305227,0.2959810579328988,0.1221494200542261,0.6662865730044699,0.4162538903538498,0.0114948404286267,0.0096458801927033,0.0001015697228585,0.006223302359605,-7.2102327829245225e-09,Asthenosoma ijimai Amemiya_et_al_1980 A.jpg,1980.0,Asthenosoma,10.5,Echinothuriidae,Echinothurioida,H,TEM
0.1281941541742428,5048.153813647836,4800.60162896277,2452834.0,647.1438082820625,47297.11417014663,0.0192826396609581,2454921.0,0.1173827737545858,0.3183098861773017,0.015409150656028,0.4574311933697349,0.240118342897003,0.0623250251059072,0.0034777452414426,0.3006391649873737,0.4163931851271342,0.1864131820101858,0.0316462166171522,0.077316259893943,0.0237552256521692,0.3248139286823257,0.328011553759553,0.3577048194889503,0.1486377202167997,0.0133090775636742,0.0120598463766688,0.063880203970347,0.0400374279809703,0.3399876434381118,0.268896872174624,0.3299448471215198,0.2959896495707382,0.1220199907430873,0.6672661651639877,0.4175575138701001,0.0115587237964888,0.009704427638227,0.0001027802881926,0.0062708725168575,-6.962972819184355e-09,Clypeaster japonicus Ishijima_2012.JPG,2012.0,Clypeaster,4.8,Clypeasteridae,Clypeasteroida,L,LM
0.5053832804149345,5105.398175037109,5031.658275360122,9781284.0,2580.182877524674,75211.76567643444,0.0076893550659028,9781329.0,0.1474066519313921,0.3183098862262379,0.0142847614574523,0.3784984417259208,0.1628547534725965,0.0605841005221434,0.0563975122021038,0.0682891955194513,0.1823043995859721,0.0648382315874419,0.0552731932118903,0.024328743442517,0.0796836796554472,0.0162754078192457,0.0102093239447701,0.0200017438358486,0.0354472408085516,0.0439116065250555,0.0207994527287051,0.0811730533184549,0.0568063577021463,0.0288668811673732,0.1077399072798344,0.0446302149032809,0.0255596830915577,0.0323341666984978,0.2097338719465681,0.0156361155843439,0.0012964402486156,0.0001849857343739,9.059052261226439e-08,2.3131328344313807e-05,-1.7866829185309537e-10,Linopneustes longispinus Eckelbarger_et_al_1989.jpg,1989.0,Linopneustes,5.0,Eurypatagidae,Spatangoida,H,LM
